head_node	tail_node	length	head_country	tail_country	head_date	head_dec_date	tail_date	tail_dec_date
291	292	0.0666356	Vietnam	Vietnam	2018-09-27	2018.7379520088416	2019-01-07	2019.01917808219
293	294	0.0666356	Vietnam	Vietnam	2019-01-10	2019.02465753425	2019-02-28	2019.15890410959
293	295	0.0666356	Vietnam	Vietnam	2019-01-10	2019.02465753425	2019-01-10	2019.02465753425
291	293	0.0666356	Vietnam	Vietnam	2018-09-27	2018.7379520088416	2019-01-10	2019.02465753425
289	291	0.0666356	Vietnam	Vietnam	2018-08-13	2018.6139031705445	2018-09-27	2018.7379520088416
287	289	0.0666356	Vietnam	Vietnam	2018-08-10	2018.6055842267353	2018-08-13	2018.6139031705445
285	287	0.0666356	Vietnam	Vietnam	2017-11-08	2017.8529463190955	2018-08-10	2018.6055842267353
282	285	0.0666356	Vietnam	Vietnam	2016-11-01	2016.8368700114493	2017-11-08	2017.8529463190955
269	282	0.0666356	Vietnam	Vietnam	2011-06-19	2011.464237299948	2016-11-01	2016.8368700114493
296	297	0.0632626	Vietnam	Vietnam	2012-02-03	2012.0909846479708	2014-11-14	2014.86849315069
296	298	0.0659538	Vietnam	Vietnam	2012-02-03	2012.0909846479708	2015-12-15	2015.95616438356
299	300	0.0659513	Vietnam	Vietnam	2014-04-29	2014.3254390389566	2017-08-21	2017.63835616438
301	302	0.0693181	Cambodia	Cambodia	2015-05-04	2015.3385081333865	2018-08-21	2018.63561643836
301	303	0.0693174	Cambodia	Cambodia	2015-05-04	2015.3385081333865	2020-02-14	2020.12328767123
299	301	0.0659513	Vietnam	Cambodia	2014-04-29	2014.3254390389566	2015-05-04	2015.3385081333865
296	299	0.0652797	Vietnam	Vietnam	2012-02-03	2012.0909846479708	2014-04-29	2014.3254390389566
304	305	0.06595	Vietnam	Vietnam	2013-02-13	2013.1197342825458	2014-10-29	2014.82465753425
306	307	0.0659508	Vietnam	Vietnam	2015-05-23	2015.3903706085557	2018-01-10	2018.02465753425
308	309	0.0726851	Vietnam	Vietnam	2018-09-19	2018.7153207381748	2022-04-15	2022.28493150685
308	310	0.0693177	Vietnam	Vietnam	2018-09-19	2018.7153207381748	2020-10-29	2020.8301369863
306	308	0.0693177	Vietnam	Vietnam	2015-05-23	2015.3903706085557	2018-09-19	2018.7153207381748
304	306	0.0659508	Vietnam	Vietnam	2013-02-13	2013.1197342825458	2015-05-23	2015.3903706085557
311	312	0.067295	Vietnam	Vietnam	2014-04-27	2014.3202521279725	2020-09-08	2020.68767123288
311	313	0.0679694	Vietnam	Vietnam	2014-04-27	2014.3202521279725	2021-01-29	2021.07671232877
314	315	0.0679662	Vietnam	Vietnam	2015-06-17	2015.4585693931087	2016-12-13	2016.95068493151
314	316	0.0672938	Vietnam	Vietnam	2015-06-17	2015.4585693931087	2017-08-13	2017.61643835616
311	314	0.066622	Vietnam	Vietnam	2014-04-27	2014.3202521279725	2015-06-17	2015.4585693931087
304	311	0.0652777	Vietnam	Vietnam	2013-02-13	2013.1197342825458	2014-04-27	2014.3202521279725
317	318	0.0699908	Vietnam	Vietnam	2018-08-08	2018.6003583262957	2020-09-13	2020.70410958904
317	319	0.0699908	Vietnam	Vietnam	2018-08-08	2018.6003583262957	2020-11-08	2020.85479452055
320	321	0.0686471	Vietnam	Vietnam	2018-10-16	2018.790311580789	2021-05-06	2021.34520547945
320	322	0.0693185	Vietnam	Vietnam	2018-10-16	2018.790311580789	2022-06-01	2022.41369863014
317	320	0.0686471	Vietnam	Vietnam	2018-08-08	2018.6003583262957	2018-10-16	2018.790311580789
323	324	0.0699907	Vietnam	Vietnam	2018-11-08	2018.852490649411	2020-11-28	2020.91232876712
325	326	0.070662	Vietnam	Vietnam	2020-08-30	2020.6657059920988	2022-05-14	2022.36712328767
325	327	0.0720056	Vietnam	Vietnam	2020-08-30	2020.6657059920988	2022-05-14	2022.36712328767
325	328	0.0720055	Vietnam	Vietnam	2020-08-30	2020.6657059920988	2022-06-14	2022.45205479452
323	325	0.070662	Vietnam	Vietnam	2018-11-08	2018.852490649411	2020-08-30	2020.6657059920988
317	323	0.0699907	Vietnam	Vietnam	2018-08-08	2018.6003583262957	2018-11-08	2018.852490649411
304	317	0.0686471	Vietnam	Vietnam	2013-02-13	2013.1197342825458	2018-08-08	2018.6003583262957
330	331	0.0686453	Vietnam	Vietnam	2015-06-07	2015.4324373926195	2021-03-24	2021.22739726027
330	332	0.0686472	Vietnam	Vietnam	2015-06-07	2015.4324373926195	2022-06-05	2022.42739726027
330	333	0.0659493	Vietnam	Vietnam	2015-06-07	2015.4324373926195	2022-06-14	2022.45205479452
329	330	0.0652778	Vietnam	Vietnam	2013-05-13	2013.36297258031	2015-06-07	2015.4324373926195
335	336	0.0672951	Vietnam	Vietnam	2016-06-09	2016.439101687863	2019-01-09	2019.02191780822
337	338	0.0652778	Vietnam	Vietnam	2018-04-19	2018.297444628334	2019-02-25	2019.15068493151
337	339	0.0659494	Vietnam	Vietnam	2018-04-19	2018.297444628334	2018-11-18	2018.88219178082
335	337	0.0652778	Vietnam	Vietnam	2016-06-09	2016.439101687863	2018-04-19	2018.297444628334
334	335	0.0652778	Vietnam	Vietnam	2014-08-28	2014.6568647561833	2016-06-09	2016.439101687863
340	341	0.0652778	Vietnam	Vietnam	2016-05-29	2016.410727079902	2019-01-21	2019.05479452055
342	343	0.0652777	Vietnam	Vietnam	2018-09-25	2018.73150684932	2018-11-29	2018.91232876712
342	344	0.0652777	Vietnam	Vietnam	2018-09-25	2018.73150684932	2018-09-25	2018.73150684932
340	342	0.0652777	Vietnam	Vietnam	2016-05-29	2016.410727079902	2018-09-25	2018.73150684932
334	340	0.0646064	Vietnam	Vietnam	2014-08-28	2014.6568647561833	2016-05-29	2016.410727079902
329	334	0.0646064	Vietnam	Vietnam	2013-05-13	2013.36297258031	2014-08-28	2014.6568647561833
304	329	0.0646064	Vietnam	Vietnam	2013-02-13	2013.1197342825458	2013-05-13	2013.36297258031
296	304	0.0646064	Vietnam	Vietnam	2012-02-03	2012.0909846479708	2013-02-13	2013.1197342825458
269	296	0.0632626	Vietnam	Vietnam	2011-06-19	2011.464237299948	2012-02-03	2012.0909846479708
266	269	0.0625911	Vietnam	Vietnam	2010-06-17	2010.4584864890646	2011-06-19	2011.464237299948
258	266	0.0619196	Vietnam	Vietnam	2009-06-05	2009.4254324328685	2010-06-17	2010.4584864890646
256	258	0.061248	Vietnam	Vietnam	2008-06-13	2008.4504506367605	2009-06-05	2009.4254324328685
250	256	0.0605765	Vietnam	Vietnam	2006-10-12	2006.7800305335566	2008-06-13	2008.4504506367605
227	250	0.0592326	Vietnam	Vietnam	2005-06-20	2005.4675488071252	2006-10-12	2006.7800305335566
225	227	0.0572156	Vietnam	Vietnam	2004-10-20	2004.8030156270727	2005-06-20	2005.4675488071252
220	225	0.0565435	Vietnam	Vietnam	2004-06-15	2004.4552358487256	2004-10-20	2004.8030156270727
212	220	0.0558716	Vietnam	Vietnam	2002-09-18	2002.7136663486733	2004-06-15	2004.4552358487256
210	212	0.0551997	Vietnam	Vietnam	2002-02-15	2002.1253448132882	2002-09-18	2002.7136663486733
208	210	0.0545277	Vietnam	Vietnam	1998-07-14	1998.5321201011016	2002-02-15	2002.1253448132882
196	208	0.052509	Vietnam	Vietnam	1995-10-15	1995.7867842259031	1998-07-14	1998.5321201011016
162	196	0.0511641	Vietnam	Vietnam	1991-01-20	1991.0539595384012	1995-10-15	1995.7867842259031
72	162	0.047796	Vietnam	Vietnam	1990-09-27	1990.7379822020932	1991-01-20	1991.0539595384012
68	72	0.0471241	Vietnam	Vietnam	1987-11-26	1987.9028020925964	1990-09-27	1990.7379822020932
66	68	0.044432	Vietnam	Vietnam	1975-09-15	1975.7066837205207	1987-11-26	1987.9028020925964
1	66	0.0356277	India	Vietnam	1924-04-24	1924.314088512657	1975-09-15	1975.7066837205207
